model_key,review_id,topic_proxy
bertimbau,6ba1766d9c526808f65628f92152e350,delivery
bertimbau,55876f941470173bcf4d2013be74d18c,delivery
bertimbau,2ed1494f9e91342a5db42dac68d47f97,other
bertimbau,416618a6ae27f1e81d8394bf3c9b7e84,delivery
bertimbau,f8bd5a669a85f79aeb46520970a3fabd,delivery
bertimbau,08ee947fb131a0a99cc9c7cb8b111238,product
bertimbau,d51ed05f67b66d49ec9c0d2781068366,other
bertimbau,1f0c5d31b49a18cc26e64301f5da849f,delivery
bertimbau,544f2ad73dffeeba91c790703bc465a0,price
bertimbau,575f8ea4f8e6c9f525c2ec2f69f05807,delivery
bertimbau,1f5aa5d7c3ee7895e4d223797b5a5f2d,other
bertimbau,0090eb2a29946f932f1f7af8cbbcf9c0,delivery
bertimbau,affce0d83d9e8f6af570bc097c2e424f,product
bertimbau,ca5bc3c72f83c6fb95f7f72b290a492c,delivery
bertimbau,4d59d6249215713bfda42353af53f255,product
bertimbau,eaeafb542d4447da454cf68e302ae2bf,other
bertimbau,536c631d5f15eab8260d69b603779f99,product
bertimbau,6be6676c6938834589c04bf934756e79,product
bertimbau,1a8dab4afb8c80d8d257fe0156d764b1,product
bertimbau,bceb8ea45e016d1107b14400a154e4b1,other
bertimbau,c27c301777803a6c53b4306aa298bfbd,other
bertimbau,75ee2eb06a5a7fcce52cb67ddc6506ab,delivery
bertimbau,803b03abd2372308b85988608e895d3d,product
bertimbau,a19e0a3ad1dcda0f28ad1e37fff6ff27,product
bertimbau,6ca6687c5fbfd2dce06daaec628bdac9,delivery
bertimbau,b51d516182fbac0aacc8b086e803dcde,product
bertimbau,87987d7d5031de07b70cc17dd970302f,product
bertimbau,ca912b833f218e7ecc18c7f3f3108586,delivery
bertimbau,1f00702636093b650a75e94e9a8b03ac,other
bertimbau,7ab4290d8a4c10493e37e671a99c9468,product
bertimbau,16063192d221c6f14be0b3444c761b92,delivery
bertimbau,032d379803844fa08d2063909fa526fc,delivery
bertimbau,0ed5802ea93f04e9bf2364c664dadbbd,other
bertimbau,844f12cb44cb2c97b033854a64b4727a,delivery
bertimbau,89f1be937461a932b5521a02d760aa10,product
bertimbau,b62b86ff6108447c826efcf1b157168d,product
bertimbau,6318842b0d533f35b17c4b1cfa7df5ea,delivery
bertimbau,88b8f9e6cc90858edfdb9028c4e07ad5,other
bertimbau,48869ca20e2ca762cd6bdd880c8ccae5,other
bertimbau,42e7211f75bff509054a0322ea026087,delivery
bertimbau,0aad108b136bfe5d026d5aee9fb08323,delivery
bertimbau,9c0ff4d25d28bd004057ce16540abc3d,other
bertimbau,869696516d580a0871642308af4301f2,product
bertimbau,b5be606d37fe1a0bd2bbcb7e550574a2,delivery
bertimbau,9ec97953a4e7ac154b5f175e21e81307,refund
bertimbau,21da84a2bc0bde257426dcddc95d931b,other
bertimbau,87a0264d6b18f5bab5710357fa8e7fcc,delivery
bertimbau,71561c10e74d084a1547d1a5087c5f25,delivery
bertimbau,03b3143cc596bb50864988b76106a418,delivery
bertimbau,91f5235dd3b20f3792084e178e858666,delivery
bertimbau,806b54a4afe16834c855a47b10bdc4d2,other
bertimbau,932d206100241c3fe7dbb167874b048d,other
bertimbau,6b2ec71624eb21ea03eb7cfbcfbb489a,product
bertimbau,a7ad43b7ff55f5fc5a10be2d3edc498e,product
bertimbau,fe9778f8b352bd1bc3dab595fde6569b,product
bertimbau,b42955e5003fa4e9449770fb8b50d30d,other
bertimbau,ce87e38ac994c81c48da4d5943ae56bb,product
bertimbau,3395e28d6009c3c18dd879ae600d91bc,product
bertimbau,6b95d92af036371c6be96566e4ead156,product
bertimbau,da56af7a9b34fdcf8819096258def9f6,other
bertimbau,757ab0917dfdd892b9dc9ee82e298c67,delivery
bertimbau,f9d15d1ab33610f6fcda6aa6ab4c414d,other
bertimbau,6f019513437635e75c3d17f091af2de5,delivery
bertimbau,cb50716c99a5928ef74d3052408b77ed,delivery
bertimbau,f24e1c58c171279bbb6e6c0d1e463d72,delivery
bertimbau,c8d187a7c6b2a9ae76018912fc5711c3,delivery
bertimbau,3db86fd9183fa771f94b295ec2d04584,product
bertimbau,1b9f9bcf8ff376c6946aa7ff737930c9,product
bertimbau,accb12fbc0a0fd74edb43caea51c87e9,other
bertimbau,a1262903372e7ee6e7a4fa570daedac3,other
bertimbau,cad9ca7f182cf2861811d5855862e2fd,delivery
